,year,region,wine,beer,vodka,champagne,brandy
400,2002,Saratov Oblast,3.2,28.1,9.2,0.9,0.2
401,2002,Sakhalin Oblast,5.3,37.5,24.5,1.6,0.5
402,2002,Sverdlovsk Oblast,6.1,52.1,15.4,1.0,0.5
403,2002,Sevastopol,,,,,
404,2002,Republic of North Ossetia-Alania,1.0,14.9,8.5,1.2,0.1
405,2002,Smolensk Oblast,8.7,96.2,25.4,1.4,0.2
406,2002,Stavropol Krai,6.0,32.7,11.7,1.2,0.4
407,2002,Tambov Oblast,2.5,27.9,13.9,1.4,0.3
408,2002,Republic of Tatarstan,2.2,29.1,15.4,0.6,0.1
409,2002,Tver Oblast,6.1,40.0,21.2,1.2,0.2
410,2002,Tomsk Oblast,7.9,36.5,16.5,0.9,0.3
411,2002,Tula Oblast,3.5,46.3,13.2,0.7,0.2
412,2002,Tyumen Oblast,5.8,77.0,23.3,1.0,0.6
413,2002,Udmurt Republic,2.7,29.4,13.7,0.4,0.1
414,2002,Ulyanovsk Oblast,2.1,44.8,9.1,0.5,0.2
415,2002,Khabarovsk Krai,4.5,31.8,17.1,0.7,0.3
416,2002,Republic of Khakassia,4.4,56.3,15.8,1.5,0.6
417,2002,Khanty–Mansi Autonomous Okrug – Yugra,5.8,77.0,23.3,1.0,0.6
418,2002,Chelyabinsk Oblast,4.1,55.7,16.8,1.1,0.5
419,2002,Chechen Republic,,,,,
420,2002,Chuvash Republic,3.0,31.7,11.1,0.5,0.2
421,2002,Chukotka Autonomous Okrug,1.9,6.4,13.3,1.6,0.3
422,2002,Sakha (Yakutia) Republic,3.6,16.3,16.1,1.1,0.3
423,2002,Yamalo-Nenets Autonomous Okrug,5.8,77.0,23.3,1.0,0.6
424,2002,Yaroslavl Oblast,4.5,90.1,20.3,1.0,0.3
425,2003,Republic of Adygea,4.3,36.2,8.0,1.0,0.5
426,2003,Altai Krai,1.7,47.7,11.5,1.1,0.1
427,2003,Amur Oblast,5.3,40.4,17.4,0.6,0.2
428,2003,Arkhangelsk Oblast,9.2,109.0,31.9,1.7,1.3
429,2003,Astrakhan Oblast,4.5,48.3,12.4,0.9,0.2
430,2003,Republic of Bashkortostan,1.5,25.0,8.3,0.3,0.2
431,2003,Belgorod Oblast,2.7,25.8,9.7,0.9,0.1
432,2003,Bryansk Oblast,4.0,33.9,8.7,0.5,0.1
433,2003,Republic of Buryatia,4.2,32.8,13.9,0.4,0.1
434,2003,Vladimir Oblast,3.2,43.7,15.4,0.9,0.2
435,2003,Volgograd Oblast,2.7,46.7,13.2,1.8,0.5
436,2003,Vologda Oblast,18.1,61.7,24.6,0.4,0.6
437,2003,Voronezh Oblast,3.1,38.2,10.8,1.1,0.3
438,2003,Republic of Dagestan,2.9,9.7,8.7,1.2,0.2
439,2003,Jewish Autonomous Oblast,5.1,39.0,6.4,0.5,0.2
440,2003,Zabaykalsky Krai,5.9,38.1,12.4,0.6,0.1
441,2003,Ivanovo Oblast,5.2,61.6,15.4,0.6,0.2
442,2003,Republic of Ingushetia,6.0,8.9,4.6,0.8,0.5
443,2003,Irkutsk Oblast,7.4,51.5,10.2,1.0,0.3
444,2003,Kabardino-Balkar Republic,4.4,39.4,12.8,0.8,0.7
445,2003,Kaliningrad Oblast,11.3,80.8,20.0,1.4,1.1
446,2003,Republic of Kalmykia,4.3,24.4,15.4,1.4,0.1
447,2003,Kaluga Oblast,3.0,71.2,9.0,0.9,0.3
448,2003,Kamchatka Krai,7.4,39.1,25.1,1.8,1.2
449,2003,Karachay-Cherkess Republic,3.7,14.9,14.9,0.2,0.2
450,2003,Republic of Karelia,13.5,31.1,14.2,0.6,0.2
451,2003,Kemerovo Oblast,4.2,36.9,20.1,1.1,0.3
452,2003,Kirov Oblast,7.2,33.4,13.5,0.6,0.1
453,2003,Kostroma Oblast,4.2,28.0,16.5,0.5,0.1
454,2003,Krasnodar Krai,8.7,53.3,7.9,1.4,0.4
455,2003,Krasnoyarsk Krai,5.6,72.3,15.5,1.3,0.6
456,2003,Republic of Crimea,,,,,
457,2003,Kurgan Oblast,3.5,42.6,9.2,0.4,0.1
458,2003,Kursk Oblast,3.3,67.8,7.5,1.1,0.3
459,2003,Leningrad Oblast,8.1,66.3,18.5,2.2,0.6
460,2003,Lipetsk Oblast,2.7,54.9,10.1,0.7,0.2
461,2003,Magadan Oblast,4.8,43.2,18.4,1.8,0.4
462,2003,Mari El Republic,4.4,27.1,12.3,0.4,0.2
463,2003,Republic of Mordovia,3.5,25.9,9.4,0.3,0.1
464,2003,Moscow,6.2,89.1,23.0,4.1,0.9
465,2003,Moscow Oblast,4.0,29.6,20.5,0.8,0.4
466,2003,Murmansk Oblast,6.0,41.3,21.3,2.1,0.7
467,2003,Nenets Autonomous Okrug,9.2,109.0,31.9,1.7,1.3
468,2003,Nizhny Novgorod Oblast,5.8,44.8,11.1,1.1,0.2
469,2003,Novgorod Oblast,5.5,34.2,13.2,0.4,0.2
470,2003,Novosibirsk Oblast,3.5,61.5,20.4,1.0,0.3
471,2003,Omsk Oblast,3.9,97.3,14.6,0.5,0.3
472,2003,Orenburg Oblast,2.5,28.7,8.5,0.6,0.2
473,2003,Oryol Oblast,3.8,32.8,10.6,1.4,0.3
474,2003,Penza Oblast,7.7,34.2,7.8,0.6,0.1
475,2003,Perm Krai,6.8,55.7,16.5,0.9,0.4
476,2003,Primorsky Krai,1.7,28.5,16.2,0.7,0.2
477,2003,Pskov Oblast,13.5,52.9,10.9,0.6,0.1
478,2003,Altai Republic,6.4,25.9,10.6,1.0,0.1
479,2003,Komi Republic,8.3,44.4,29.7,0.8,0.5
480,2003,Tuva Republic,2.1,25.0,14.7,0.2,0.1
481,2003,Rostov Oblast,4.4,51.1,6.9,1.5,0.3
482,2003,Ryazan Oblast,2.9,46.5,12.5,1.2,0.2
483,2003,Samara Oblast,2.1,43.5,7.9,1.1,0.3
484,2003,Saint Petersburg,6.6,105.6,14.3,2.8,1.0
485,2003,Saratov Oblast,3.0,41.3,8.3,0.8,0.2
486,2003,Sakhalin Oblast,5.2,38.0,23.2,1.4,0.7
487,2003,Sverdlovsk Oblast,7.2,56.9,15.2,1.0,0.5
488,2003,Sevastopol,,,,,
489,2003,Republic of North Ossetia-Alania,0.2,14.5,7.6,1.1,0.1
490,2003,Smolensk Oblast,8.8,92.3,25.6,1.5,0.3
491,2003,Stavropol Krai,6.1,41.1,10.0,1.2,0.5
492,2003,Tambov Oblast,2.4,36.0,14.5,1.2,0.3
493,2003,Republic of Tatarstan,2.7,42.3,14.9,0.7,0.2
494,2003,Tver Oblast,6.8,41.8,19.3,1.7,0.2
495,2003,Tomsk Oblast,7.8,43.3,17.4,1.5,0.4
496,2003,Tula Oblast,3.5,41.1,12.6,0.6,0.2
497,2003,Tyumen Oblast,5.0,93.3,18.6,1.2,0.5
498,2003,Udmurt Republic,3.8,34.2,12.9,0.3,0.1
499,2003,Ulyanovsk Oblast,4.1,42.5,10.5,0.7,0.3
500,2003,Khabarovsk Krai,3.8,47.4,15.2,0.7,0.4
501,2003,Republic of Khakassia,6.4,61.2,14.8,1.6,0.5
502,2003,Khanty–Mansi Autonomous Okrug – Yugra,5.0,93.3,18.6,1.2,0.5
503,2003,Chelyabinsk Oblast,4.7,65.1,16.4,1.2,0.7
504,2003,Chechen Republic,,,,,
505,2003,Chuvash Republic,3.6,33.8,12.5,0.5,0.2
506,2003,Chukotka Autonomous Okrug,3.8,12.3,12.3,1.6,0.9
507,2003,Sakha (Yakutia) Republic,4.7,25.0,16.0,1.2,0.3
508,2003,Yamalo-Nenets Autonomous Okrug,5.0,93.3,18.6,1.2,0.5
509,2003,Yaroslavl Oblast,3.8,62.3,18.6,0.5,0.1
510,2004,Republic of Adygea,4.1,27.5,8.6,1.0,0.3
511,2004,Altai Krai,2.0,52.4,14.2,1.3,0.2
512,2004,Amur Oblast,5.2,44.8,18.1,0.6,0.2
513,2004,Arkhangelsk Oblast,7.0,51.8,18.5,1.3,0.5
514,2004,Astrakhan Oblast,4.8,58.0,12.9,0.9,0.2
515,2004,Republic of Bashkortostan,1.2,35.4,9.2,0.3,0.2
516,2004,Belgorod Oblast,3.1,35.1,10.0,1.1,0.1
517,2004,Bryansk Oblast,5.7,32.5,8.6,0.5,0.1
518,2004,Republic of Buryatia,6.3,35.7,12.2,0.4,0.1
519,2004,Vladimir Oblast,3.7,54.0,17.3,1.0,0.2
520,2004,Volgograd Oblast,3.3,55.3,12.5,1.9,0.5
521,2004,Vologda Oblast,14.2,85.1,26.7,0.6,0.7
522,2004,Voronezh Oblast,3.4,41.2,12.6,1.3,0.4
523,2004,Republic of Dagestan,2.8,6.6,9.5,1.5,0.3
524,2004,Jewish Autonomous Oblast,4.4,51.1,7.4,0.3,0.2
525,2004,Zabaykalsky Krai,15.7,190.4,40.6,3.0,1.8
526,2004,Ivanovo Oblast,8.0,68.1,17.3,0.7,0.4
527,2004,Republic of Ingushetia,6.4,7.4,3.6,0.8,0.8
528,2004,Irkutsk Oblast,5.5,54.7,22.7,1.5,0.7
529,2004,Kabardino-Balkar Republic,4.0,43.7,12.3,0.8,0.7
530,2004,Kaliningrad Oblast,12.7,84.2,20.0,1.4,1.0
531,2004,Republic of Kalmykia,4.3,24.4,15.3,1.4,0.2
532,2004,Kaluga Oblast,4.0,86.7,11.4,1.3,0.3
533,2004,Kamchatka Krai,7.5,49.2,22.2,2.0,1.1
534,2004,Karachay-Cherkess Republic,4.2,19.6,14.9,0.3,0.3
535,2004,Republic of Karelia,16.9,33.2,14.0,0.7,0.5
536,2004,Kemerovo Oblast,3.7,68.6,21.2,1.0,0.3
537,2004,Kirov Oblast,9.6,43.6,12.8,0.7,0.1
538,2004,Kostroma Oblast,5.9,32.7,18.0,0.5,0.1
539,2004,Krasnodar Krai,8.8,58.3,8.0,1.1,0.3
540,2004,Krasnoyarsk Krai,5.3,47.7,9.2,0.9,0.3
541,2004,Republic of Crimea,,,,,
542,2004,Kurgan Oblast,4.5,43.5,8.3,0.4,0.1
543,2004,Kursk Oblast,6.5,90.9,7.2,0.8,0.3
544,2004,Leningrad Oblast,10.0,68.5,20.4,3.7,0.7
545,2004,Lipetsk Oblast,2.8,56.5,10.2,0.7,0.2
546,2004,Magadan Oblast,5.9,39.4,16.8,1.9,0.5
547,2004,Mari El Republic,5.7,27.6,12.0,0.5,0.1
548,2004,Republic of Mordovia,3.6,32.6,9.8,0.4,0.1
549,2004,Moscow,6.1,99.1,24.0,3.8,1.0
550,2004,Moscow Oblast,5.7,30.5,21.8,0.8,0.8
551,2004,Murmansk Oblast,6.2,45.8,21.7,2.2,0.7
552,2004,Nenets Autonomous Okrug,7.0,51.8,18.5,1.3,0.5
553,2004,Nizhny Novgorod Oblast,6.2,51.0,11.9,1.2,0.2
554,2004,Novgorod Oblast,5.9,35.4,13.7,0.5,0.2
555,2004,Novosibirsk Oblast,2.9,77.5,11.5,0.3,0.2
556,2004,Omsk Oblast,4.0,26.6,8.9,0.7,0.3
557,2004,Orenburg Oblast,3.0,35.6,8.6,0.6,0.2
558,2004,Oryol Oblast,3.5,36.9,8.4,1.1,0.3
559,2004,Penza Oblast,9.1,38.2,6.9,0.6,0.2
560,2004,Perm Krai,8.3,68.1,16.0,1.5,0.7
561,2004,Primorsky Krai,2.8,45.4,13.8,1.2,0.3
562,2004,Pskov Oblast,17.5,67.9,10.2,0.7,0.2
563,2004,Altai Republic,6.7,25.4,11.2,1.1,0.1
564,2004,Komi Republic,10.3,76.2,28.1,1.1,0.5
565,2004,Tuva Republic,2.1,25.8,15.2,0.2,0.0
566,2004,Rostov Oblast,3.8,58.8,6.9,1.1,0.3
567,2004,Ryazan Oblast,3.2,54.9,10.0,1.2,0.2
568,2004,Samara Oblast,2.0,50.1,8.4,1.1,0.2
569,2004,Saint Petersburg,4.7,103.9,13.9,2.5,0.8
570,2004,Saratov Oblast,3.2,50.3,8.8,0.9,0.1
571,2004,Sakhalin Oblast,5.1,36.3,20.3,1.5,0.8
572,2004,Sverdlovsk Oblast,7.7,75.9,15.9,1.0,0.6
573,2004,Sevastopol,,,,,
574,2004,Republic of North Ossetia-Alania,2.3,15.8,5.3,0.7,0.1
575,2004,Smolensk Oblast,7.9,84.5,24.5,1.5,0.3
576,2004,Stavropol Krai,6.2,46.8,7.8,1.3,0.5
577,2004,Tambov Oblast,1.9,49.4,15.4,1.2,0.3
578,2004,Republic of Tatarstan,3.4,42.9,13.7,0.7,0.2
579,2004,Tver Oblast,8.4,51.7,20.4,2.0,0.3
580,2004,Tomsk Oblast,7.2,47.9,13.4,0.7,0.1
581,2004,Tula Oblast,4.6,40.6,12.1,0.6,0.2
582,2004,Tyumen Oblast,4.9,94.5,18.6,1.0,0.5
583,2004,Udmurt Republic,5.4,36.4,12.4,0.4,0.2
584,2004,Ulyanovsk Oblast,5.5,45.3,10.4,0.8,0.3
585,2004,Khabarovsk Krai,4.3,53.4,14.6,0.9,0.4
586,2004,Republic of Khakassia,8.5,74.5,13.8,1.9,0.8
587,2004,Khanty–Mansi Autonomous Okrug – Yugra,4.9,94.5,18.6,1.0,0.5
588,2004,Chelyabinsk Oblast,6.1,81.0,17.5,1.3,0.8
589,2004,Chechen Republic,,,,,
590,2004,Chuvash Republic,4.4,39.7,10.9,0.5,0.2
591,2004,Chukotka Autonomous Okrug,3.4,10.8,12.4,1.9,1.1
592,2004,Sakha (Yakutia) Republic,5.2,30.9,15.0,1.2,0.3
593,2004,Yamalo-Nenets Autonomous Okrug,4.9,94.5,18.6,1.0,0.5
594,2004,Yaroslavl Oblast,3.9,63.6,18.9,0.4,0.1
595,2005,Republic of Adygea,4.4,29.7,10.4,1.1,0.4
596,2005,Altai Krai,2.0,58.6,10.0,1.1,0.2
597,2005,Amur Oblast,5.8,48.6,20.8,0.7,0.2
598,2005,Arkhangelsk Oblast,7.6,45.6,17.6,1.3,0.6
599,2005,Astrakhan Oblast,4.2,61.9,11.0,0.8,0.2
600,2005,Republic of Bashkortostan,2.2,43.1,10.0,0.6,0.2
601,2005,Belgorod Oblast,2.9,43.6,11.1,1.2,0.1
602,2005,Bryansk Oblast,6.1,33.6,8.6,0.6,0.2
603,2005,Republic of Buryatia,5.2,31.4,13.5,0.4,0.1
604,2005,Vladimir Oblast,3.4,50.6,16.9,1.3,0.3
605,2005,Volgograd Oblast,3.5,53.4,11.5,2.0,0.4
606,2005,Vologda Oblast,10.6,89.2,21.9,0.6,0.7
607,2005,Voronezh Oblast,3.5,48.0,13.8,1.4,0.3
608,2005,Republic of Dagestan,2.4,10.4,10.8,1.5,0.3
609,2005,Jewish Autonomous Oblast,3.7,59.1,7.1,0.4,0.1
610,2005,Zabaykalsky Krai,16.3,202.1,31.0,3.0,1.2
611,2005,Ivanovo Oblast,9.0,76.6,12.5,1.0,0.4
612,2005,Republic of Ingushetia,0.2,0.8,0.8,0.1,
613,2005,Irkutsk Oblast,7.0,58.4,23.0,1.7,0.9
614,2005,Kabardino-Balkar Republic,3.3,31.7,10.4,1.1,0.6
615,2005,Kaliningrad Oblast,11.0,70.5,15.9,1.5,1.0
616,2005,Republic of Kalmykia,4.9,25.1,7.8,1.6,0.2
617,2005,Kaluga Oblast,3.8,64.1,13.9,1.6,0.3
618,2005,Kamchatka Krai,8.6,50.5,22.8,2.1,1.4
619,2005,Karachay-Cherkess Republic,4.6,20.9,5.3,0.4,0.4
620,2005,Republic of Karelia,15.0,36.2,14.9,0.7,0.5
621,2005,Kemerovo Oblast,4.4,77.5,19.3,1.4,0.4
622,2005,Kirov Oblast,9.7,56.2,12.8,0.7,0.2
623,2005,Kostroma Oblast,5.7,38.2,19.7,0.5,0.1
624,2005,Krasnodar Krai,8.9,60.4,8.1,1.1,0.3
625,2005,Krasnoyarsk Krai,4.8,59.6,9.8,1.0,0.3
626,2005,Republic of Crimea,,,,,
627,2005,Kurgan Oblast,4.8,45.9,7.4,0.6,0.1
628,2005,Kursk Oblast,7.4,72.5,7.9,1.5,0.3
629,2005,Leningrad Oblast,10.9,66.7,23.2,3.9,0.8
630,2005,Lipetsk Oblast,3.1,57.1,10.5,0.8,0.2
631,2005,Magadan Oblast,6.7,40.2,16.5,2.0,0.7
632,2005,Mari El Republic,5.4,28.2,12.1,0.5,0.1
633,2005,Republic of Mordovia,5.2,37.0,9.9,0.4,0.1
634,2005,Moscow,6.4,108.5,24.2,3.7,1.0
635,2005,Moscow Oblast,7.3,32.3,19.8,1.1,1.1
636,2005,Murmansk Oblast,6.9,49.3,21.9,2.1,0.7
637,2005,Nenets Autonomous Okrug,7.6,45.6,17.6,1.3,0.6
638,2005,Nizhny Novgorod Oblast,6.9,60.1,11.9,1.4,0.3
639,2005,Novgorod Oblast,6.1,36.4,13.5,0.4,0.2
640,2005,Novosibirsk Oblast,2.6,81.8,7.8,0.3,0.2
641,2005,Omsk Oblast,4.0,28.2,9.2,0.7,0.3
642,2005,Orenburg Oblast,3.2,39.0,9.2,0.7,0.3
643,2005,Oryol Oblast,4.1,39.7,8.0,1.3,0.3
644,2005,Penza Oblast,10.2,54.3,7.7,1.0,0.2
645,2005,Perm Krai,8.2,70.1,12.1,0.9,0.4
646,2005,Primorsky Krai,5.2,53.7,15.9,1.6,0.6
647,2005,Pskov Oblast,12.8,63.0,9.8,0.9,0.2
648,2005,Altai Republic,6.0,27.1,11.7,1.2,0.1
649,2005,Komi Republic,9.6,70.7,26.7,1.2,0.6
650,2005,Tuva Republic,2.7,29.0,16.2,0.5,0.1
651,2005,Rostov Oblast,3.8,58.7,6.7,1.3,0.4
652,2005,Ryazan Oblast,4.2,57.6,9.3,1.2,0.2
653,2005,Samara Oblast,3.5,51.1,10.2,0.9,0.3
654,2005,Saint Petersburg,10.3,104.8,16.2,2.4,1.1
655,2005,Saratov Oblast,3.7,44.1,9.6,0.9,0.2
656,2005,Sakhalin Oblast,6.9,39.5,19.1,2.2,1.0
657,2005,Sverdlovsk Oblast,8.5,80.5,17.3,1.0,0.6
658,2005,Sevastopol,,,,,
659,2005,Republic of North Ossetia-Alania,2.2,16.0,3.4,0.5,0.1
660,2005,Smolensk Oblast,7.4,78.9,17.7,1.6,0.3
661,2005,Stavropol Krai,6.8,60.6,8.0,1.5,0.5
662,2005,Tambov Oblast,1.7,56.5,9.8,1.5,0.2
663,2005,Republic of Tatarstan,3.7,46.2,13.2,0.9,0.2
664,2005,Tver Oblast,7.4,52.5,19.8,2.2,0.3
665,2005,Tomsk Oblast,8.0,51.4,13.7,0.7,0.1
666,2005,Tula Oblast,4.6,41.8,11.0,0.7,0.2
667,2005,Tyumen Oblast,4.2,101.1,18.9,0.7,0.5
668,2005,Udmurt Republic,5.9,41.9,12.2,0.5,0.2
669,2005,Ulyanovsk Oblast,5.2,32.6,11.2,0.8,0.3
670,2005,Khabarovsk Krai,4.9,70.5,15.6,1.0,0.5
671,2005,Republic of Khakassia,12.2,73.6,16.5,2.3,0.8
672,2005,Khanty–Mansi Autonomous Okrug – Yugra,4.2,101.1,18.9,0.7,0.5
673,2005,Chelyabinsk Oblast,8.0,90.9,19.5,1.5,0.8
674,2005,Chechen Republic,,,,,
675,2005,Chuvash Republic,4.8,37.6,11.3,0.5,0.2
676,2005,Chukotka Autonomous Okrug,4.0,9.1,11.1,1.6,0.7
677,2005,Sakha (Yakutia) Republic,5.8,34.4,14.0,1.3,0.4
678,2005,Yamalo-Nenets Autonomous Okrug,4.2,101.1,18.9,0.7,0.5
679,2005,Yaroslavl Oblast,5.5,62.7,14.5,0.5,0.2
680,2006,Republic of Adygea,3.8,32.4,8.1,0.7,0.3
681,2006,Altai Krai,2.2,50.2,9.7,1.0,0.2
682,2006,Amur Oblast,5.9,54.8,19.3,0.8,0.3
683,2006,Arkhangelsk Oblast,8.6,43.1,16.9,1.4,0.7
684,2006,Astrakhan Oblast,3.9,59.8,9.6,0.7,0.2
685,2006,Republic of Bashkortostan,2.6,68.4,10.6,0.7,0.2
686,2006,Belgorod Oblast,2.7,46.5,12.4,1.4,0.1
687,2006,Bryansk Oblast,7.5,46.3,10.9,0.9,0.2
688,2006,Republic of Buryatia,5.1,45.2,13.0,0.5,0.1
689,2006,Vladimir Oblast,4.4,51.4,15.3,1.3,0.3
690,2006,Volgograd Oblast,3.3,60.3,9.5,1.9,0.4
691,2006,Vologda Oblast,7.7,85.2,17.5,0.8,0.6
692,2006,Voronezh Oblast,3.7,62.3,11.1,1.4,0.4
693,2006,Republic of Dagestan,2.9,6.9,11.7,1.3,0.4
694,2006,Jewish Autonomous Oblast,3.7,56.3,7.5,0.4,0.1
695,2006,Zabaykalsky Krai,13.7,207.3,31.7,3.1,1.3
696,2006,Ivanovo Oblast,10.7,99.9,11.1,1.0,0.4
697,2006,Republic of Ingushetia,0.3,0.9,1.0,0.1,
698,2006,Irkutsk Oblast,7.2,68.4,23.0,1.5,1.0
699,2006,Kabardino-Balkar Republic,2.5,38.1,6.6,1.2,0.5
700,2006,Kaliningrad Oblast,11.6,82.4,16.9,1.4,1.0
701,2006,Republic of Kalmykia,4.9,34.0,7.8,1.6,0.2
702,2006,Kaluga Oblast,5.9,96.6,11.3,3.0,0.4
703,2006,Kamchatka Krai,8.0,69.1,20.4,2.9,1.2
704,2006,Karachay-Cherkess Republic,3.0,22.1,5.6,0.4,0.4
705,2006,Republic of Karelia,14.7,40.9,15.0,0.8,0.5
706,2006,Kemerovo Oblast,4.3,87.8,19.7,1.3,0.4
707,2006,Kirov Oblast,9.5,66.8,12.9,0.9,0.2
708,2006,Kostroma Oblast,5.6,32.4,16.9,0.6,0.2
709,2006,Krasnodar Krai,8.3,59.3,7.2,1.1,0.5
710,2006,Krasnoyarsk Krai,4.4,65.9,9.6,1.0,0.3
711,2006,Republic of Crimea,,,,,
712,2006,Kurgan Oblast,5.0,56.9,6.9,0.6,0.2
713,2006,Kursk Oblast,5.4,81.4,7.2,1.3,0.3
714,2006,Leningrad Oblast,9.6,79.3,19.4,2.2,0.9
715,2006,Lipetsk Oblast,3.4,62.3,10.4,0.8,0.2
716,2006,Magadan Oblast,6.6,42.4,16.3,2.5,0.7
717,2006,Mari El Republic,6.3,28.5,12.9,0.7,0.2
718,2006,Republic of Mordovia,5.5,46.1,10.3,0.4,0.1
719,2006,Moscow,5.9,111.0,23.8,4.2,1.2
720,2006,Moscow Oblast,6.5,38.7,21.2,1.5,1.3
721,2006,Murmansk Oblast,8.3,51.2,19.3,2.0,0.8
722,2006,Nenets Autonomous Okrug,8.6,43.1,16.9,1.4,0.7
723,2006,Nizhny Novgorod Oblast,7.7,65.8,14.1,1.7,0.3
724,2006,Novgorod Oblast,6.4,41.6,15.0,0.4,0.2
725,2006,Novosibirsk Oblast,2.7,84.9,7.3,0.3,0.2
726,2006,Omsk Oblast,3.7,30.4,7.1,0.6,0.3
727,2006,Orenburg Oblast,3.3,46.4,10.3,0.8,0.3
728,2006,Oryol Oblast,3.9,44.7,7.7,1.3,0.3
729,2006,Penza Oblast,8.7,56.3,6.7,0.8,0.1
730,2006,Perm Krai,8.1,89.2,12.1,1.1,0.5
731,2006,Primorsky Krai,4.6,59.6,14.8,1.7,0.6
732,2006,Pskov Oblast,11.8,71.6,10.0,0.9,0.2
733,2006,Altai Republic,4.0,32.4,9.5,0.8,0.1
734,2006,Komi Republic,9.3,67.2,18.6,1.3,0.6
735,2006,Tuva Republic,1.8,49.2,11.6,0.3,0.1
736,2006,Rostov Oblast,3.3,57.3,5.6,1.3,0.4
737,2006,Ryazan Oblast,4.0,58.1,9.3,1.3,0.2
738,2006,Samara Oblast,3.8,60.8,9.3,1.3,0.3
739,2006,Saint Petersburg,7.6,125.3,16.4,2.4,1.4
740,2006,Saratov Oblast,4.0,57.8,8.8,0.8,0.2
741,2006,Sakhalin Oblast,6.2,54.5,17.1,1.9,1.1
742,2006,Sverdlovsk Oblast,8.8,96.1,19.7,0.9,0.6
743,2006,Sevastopol,,,,,
744,2006,Republic of North Ossetia-Alania,2.5,17.5,3.8,0.7,0.1
745,2006,Smolensk Oblast,7.4,66.2,17.8,1.8,0.3
746,2006,Stavropol Krai,7.3,72.0,6.3,1.4,0.6
747,2006,Tambov Oblast,2.0,57.9,9.7,1.3,0.2
748,2006,Republic of Tatarstan,3.1,68.3,13.6,0.8,0.2
749,2006,Tver Oblast,6.4,64.6,18.1,2.4,0.4
750,2006,Tomsk Oblast,6.3,61.2,13.4,0.6,0.1
751,2006,Tula Oblast,5.0,43.7,8.6,1.2,0.3
752,2006,Tyumen Oblast,3.0,106.6,19.8,0.6,0.4
753,2006,Udmurt Republic,6.8,51.3,13.4,0.6,0.2
754,2006,Ulyanovsk Oblast,4.5,49.5,7.9,0.9,0.4
755,2006,Khabarovsk Krai,4.3,85.7,14.4,1.4,0.6
756,2006,Republic of Khakassia,12.4,90.1,16.7,2.1,0.7
757,2006,Khanty–Mansi Autonomous Okrug – Yugra,3.0,106.6,19.8,0.6,0.4
758,2006,Chelyabinsk Oblast,8.2,103.9,16.0,1.5,0.9
759,2006,Chechen Republic,,,,,
760,2006,Chuvash Republic,4.6,46.0,14.0,0.9,0.2
761,2006,Chukotka Autonomous Okrug,5.5,11.0,17.0,2.1,0.7
762,2006,Sakha (Yakutia) Republic,6.3,39.4,12.9,1.1,0.4
763,2006,Yamalo-Nenets Autonomous Okrug,3.0,106.6,19.8,0.6,0.4
764,2006,Yaroslavl Oblast,5.7,66.8,14.7,0.6,0.3
765,2007,Republic of Adygea,4.1,31.6,6.8,0.7,0.5
766,2007,Altai Krai,2.5,52.8,6.9,1.2,0.2
767,2007,Amur Oblast,5.7,64.6,17.3,1.0,0.3
768,2007,Arkhangelsk Oblast,10.1,40.3,15.6,1.6,0.8
769,2007,Astrakhan Oblast,4.1,64.0,9.6,0.9,0.3
770,2007,Republic of Bashkortostan,3.0,68.7,11.1,0.9,0.2
771,2007,Belgorod Oblast,4.5,55.6,11.0,1.6,0.2
772,2007,Bryansk Oblast,7.5,60.4,9.6,1.1,0.2
773,2007,Republic of Buryatia,6.2,39.4,14.2,0.5,0.1
774,2007,Vladimir Oblast,6.9,51.7,12.6,1.4,0.4
775,2007,Volgograd Oblast,4.9,74.6,8.6,1.9,0.4
776,2007,Vologda Oblast,9.4,86.3,16.2,0.8,0.4
777,2007,Voronezh Oblast,4.7,74.3,11.9,1.5,0.5
778,2007,Republic of Dagestan,2.4,5.9,12.2,1.2,0.3
779,2007,Jewish Autonomous Oblast,4.4,52.3,9.1,0.9,0.4
780,2007,Zabaykalsky Krai,6.7,61.9,13.5,0.8,0.2
781,2007,Ivanovo Oblast,8.9,106.2,13.5,1.3,0.4
782,2007,Republic of Ingushetia,0.3,1.0,1.0,0.1,
783,2007,Irkutsk Oblast,5.4,76.7,11.6,1.1,0.3
784,2007,Kabardino-Balkar Republic,2.9,24.3,5.1,1.0,0.4
785,2007,Kaliningrad Oblast,12.3,73.8,17.3,1.6,0.9
786,2007,Republic of Kalmykia,4.8,29.3,8.1,0.6,0.3
787,2007,Kaluga Oblast,6.4,71.4,11.8,2.3,0.5
788,2007,Kamchatka Krai,7.8,69.6,18.6,3.3,1.5
789,2007,Karachay-Cherkess Republic,2.0,23.0,5.1,0.4,0.4
790,2007,Republic of Karelia,11.9,45.7,15.9,1.2,0.6
791,2007,Kemerovo Oblast,8.8,65.1,19.6,1.8,0.9
792,2007,Kirov Oblast,12.1,76.0,13.8,1.3,0.4
793,2007,Kostroma Oblast,7.0,53.7,15.8,0.9,0.4
794,2007,Krasnodar Krai,8.2,65.5,7.2,1.1,0.5
795,2007,Krasnoyarsk Krai,5.9,84.3,12.5,1.6,0.5
796,2007,Republic of Crimea,,,,,
797,2007,Kurgan Oblast,6.6,68.0,8.0,0.9,0.3
798,2007,Kursk Oblast,6.1,72.4,8.0,1.4,0.4
